loan_amnt,int_rate,installment,home_ownership,annual_inc,verification_status,pymnt_plan,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,debt_settlement_flag,target
24975.0,0.1862,910.7,MORTGAGE,176000.0,Source Verified,n,23.09,0.0,1.0,27.0,0.0,11795.0,49.0,w,21928.55,21928.55,9808.57,9808.57,3046.45,6762.12,0.0,0.0,0.0,910.7,0.0,1.0,Individual,0.0,0.0,562926.0,1.0,18.0,0.0,3.0,15.0,102486.0,39.0,1.0,5.0,5585.0,26.0,60800.0,3.0,0.0,1.0,9.0,20849.0,45260.0,14.3,0.0,0.0,295.0,94.0,4.0,4.0,1.0,4.0,4.0,18.0,5.0,6.0,6.0,8.0,37.0,7.0,9.0,6.0,27.0,0.0,0.0,0.0,1.0,60.9,16.7,0.0,0.0,688024.0,116714.0,52800.0,159175.0,N,N,high_risk
11700.0,0.16949999999999998,290.47,OWN,78500.0,Not Verified,n,26.68,0.0,0.0,18.0,0.0,29413.0,32.0,w,0.0,0.0,2742.19,2742.19,1192.68,1399.51,0.0,150.0,27.0,0.0,0.0,1.0,Individual,0.0,0.0,63149.0,0.0,2.0,0.0,1.0,14.0,33736.0,77.0,0.0,2.0,6949.0,58.0,65500.0,0.0,1.0,1.0,3.0,3508.0,20053.0,54.5,0.0,0.0,151.0,214.0,15.0,14.0,0.0,15.0,1.0,0.0,7.0,11.0,8.0,15.0,4.0,16.0,28.0,11.0,18.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,109097.0,63149.0,44100.0,43597.0,N,N,high_risk
30000.0,0.0819,611.03,MORTGAGE,55000.0,Source Verified,n,55.67,1.0,1.0,24.0,0.0,18817.0,42.0,w,0.0,0.0,1805.79,1805.79,750.25,1055.54,0.0,0.0,0.0,0.0,0.0,1.0,Joint App,0.0,0.0,252169.0,1.0,5.0,2.0,4.0,5.0,96190.0,78.0,0.0,0.0,4807.0,52.0,56300.0,1.0,0.0,2.0,4.0,10964.0,18075.0,42.4,0.0,0.0,105.0,321.0,31.0,5.0,2.0,39.0,1.0,0.0,5.0,10.0,7.0,7.0,15.0,17.0,24.0,10.0,24.0,0.0,0.0,0.0,2.0,97.6,28.6,0.0,0.0,451723.0,117013.0,31400.0,106501.0,N,N,high_risk
36000.0,0.0756,1120.82,MORTGAGE,80000.0,Not Verified,n,14.28,0.0,2.0,10.0,0.0,12542.0,22.0,w,0.0,0.0,10169.21,10169.21,4523.15,1249.02,0.0,4397.04,791.4672,198.31,0.0,1.0,Individual,0.0,0.0,238000.0,2.0,2.0,1.0,4.0,5.0,22651.0,71.0,1.0,2.0,7741.0,43.0,50000.0,2.0,7.0,4.0,7.0,23800.0,32458.0,27.9,0.0,0.0,142.0,118.0,2.0,2.0,1.0,2.0,2.0,0.0,4.0,4.0,6.0,9.0,9.0,7.0,12.0,4.0,10.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,287903.0,35193.0,45000.0,31707.0,N,N,high_risk
12000.0,0.1612,422.6,MORTGAGE,100000.0,Source Verified,n,9.78,1.0,0.0,10.0,0.0,5834.0,12.0,w,8008.98,8008.98,5894.91,5894.91,3991.02,1903.89,0.0,0.0,0.0,422.6,0.0,1.0,Individual,0.0,741.0,271869.0,3.0,2.0,1.0,1.0,4.0,6424.0,23.0,2.0,4.0,2881.0,31.0,11400.0,0.0,0.0,0.0,5.0,27187.0,4128.0,47.1,0.0,0.0,72.0,191.0,0.0,0.0,1.0,0.0,19.0,1.0,2.0,4.0,3.0,4.0,4.0,6.0,7.0,4.0,10.0,0.0,0.0,0.0,3.0,75.0,66.7,0.0,0.0,331218.0,12258.0,7800.0,28394.0,N,N,high_risk
30000.0,0.16949999999999998,744.78,MORTGAGE,91000.0,Source Verified,n,14.39,0.0,1.0,16.0,0.0,32082.0,31.0,f,26553.4,26553.4,10442.34,10442.34,3446.6,6995.74,0.0,0.0,0.0,744.78,0.0,1.0,Individual,0.0,50.0,144977.0,2.0,9.0,0.0,0.0,35.0,30772.0,105.0,1.0,1.0,17505.0,81.0,48000.0,2.0,2.0,3.0,2.0,9061.0,9918.0,76.4,0.0,0.0,174.0,113.0,4.0,4.0,2.0,4.0,1.0,0.0,3.0,3.0,5.0,5.0,21.0,6.0,8.0,3.0,16.0,0.0,0.0,0.0,2.0,100.0,60.0,0.0,0.0,159800.0,62854.0,42000.0,29350.0,N,N,high_risk
15350.0,0.2565,615.61,MORTGAGE,70000.0,Not Verified,n,12.27,0.0,2.0,18.0,1.0,17431.0,39.0,w,0.0,0.0,1187.47,1187.47,581.15,606.32,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,538048.0,3.0,9.0,1.0,1.0,9.0,52530.0,102.0,2.0,5.0,4082.0,89.0,27100.0,3.0,2.0,6.0,8.0,29892.0,4816.0,63.0,0.0,0.0,103.0,100.0,4.0,4.0,7.0,4.0,4.0,0.0,3.0,6.0,3.0,9.0,14.0,8.0,18.0,6.0,18.0,0.0,0.0,0.0,4.0,100.0,66.7,1.0,0.0,547675.0,69961.0,13000.0,51750.0,N,N,high_risk
6000.0,0.0819,188.55,OWN,20000.0,Not Verified,n,38.84,0.0,1.0,6.0,0.0,4896.0,8.0,w,0.0,0.0,2068.59,2068.59,1680.16,388.43,0.0,0.0,0.0,188.55,0.0,1.0,Individual,0.0,384.0,14051.0,1.0,3.0,1.0,2.0,11.0,9155.0,46.0,1.0,1.0,2554.0,44.0,12500.0,2.0,0.0,2.0,3.0,2342.0,7604.0,39.2,0.0,0.0,60.0,62.0,2.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,6.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,32290.0,14051.0,12500.0,19790.0,N,N,high_risk
10000.0,0.20550000000000002,374.45,OWN,40414.0,Not Verified,n,20.02,0.0,1.0,12.0,0.0,7138.0,14.0,w,0.0,0.0,2810.45,2810.45,833.92,641.05,0.0,1335.48,240.3864,374.45,0.0,1.0,Individual,0.0,0.0,76650.0,2.0,2.0,1.0,1.0,9.0,69512.0,87.0,5.0,6.0,2631.0,42.0,26400.0,1.0,0.0,2.0,7.0,6388.0,15936.0,29.2,0.0,0.0,114.0,32.0,2.0,2.0,0.0,2.0,2.0,0.0,4.0,6.0,7.0,7.0,3.0,10.0,11.0,6.0,12.0,0.0,0.0,0.0,6.0,100.0,14.3,0.0,0.0,91457.0,76650.0,22500.0,65057.0,N,N,high_risk
9550.0,0.11710000000000001,315.88,RENT,63000.0,Source Verified,n,20.48,0.0,0.0,7.0,0.0,5652.0,17.0,w,6621.95,6621.95,4409.89,4409.89,2928.05,1481.84,0.0,0.0,0.0,315.88,0.0,1.0,Individual,0.0,0.0,66391.0,0.0,5.0,3.0,4.0,7.0,60739.0,82.0,0.0,0.0,5041.0,82.0,6700.0,3.0,1.0,3.0,4.0,9484.0,1048.0,84.4,0.0,0.0,209.0,157.0,37.0,7.0,0.0,37.0,3.0,5.0,2.0,2.0,2.0,7.0,10.0,2.0,7.0,2.0,7.0,0.0,0.0,0.0,3.0,70.6,50.0,0.0,0.0,80585.0,66391.0,6700.0,73885.0,N,N,high_risk
17000.0,0.08810000000000001,539.1,OWN,108000.0,Not Verified,n,13.35,0.0,1.0,16.0,0.0,16674.0,29.0,w,0.0,0.0,2678.86,2678.86,1420.35,1258.51,0.0,0.0,0.0,269.55,0.0,1.0,Individual,0.0,945.0,26470.0,2.0,2.0,0.0,0.0,28.0,9546.0,31.0,7.0,8.0,5379.0,40.0,35200.0,0.0,1.0,4.0,9.0,1654.0,14026.0,54.3,0.0,0.0,162.0,173.0,5.0,5.0,3.0,7.0,6.0,3.0,7.0,7.0,9.0,9.0,11.0,13.0,14.0,7.0,16.0,0.0,0.0,0.0,7.0,80.8,0.0,0.0,0.0,66706.0,26470.0,30700.0,31256.0,N,N,high_risk
28000.0,0.2305,790.14,MORTGAGE,39000.0,Not Verified,n,24.1,0.0,0.0,9.0,0.0,809.0,18.0,w,0.0,0.0,8619.83,8619.83,1503.34,7116.49,0.0,0.0,0.0,790.14,0.0,1.0,Individual,0.0,325.0,18937.0,0.0,2.0,0.0,3.0,18.0,16958.0,68.0,0.0,0.0,760.0,47.0,12300.0,1.0,0.0,0.0,4.0,2104.0,10291.0,7.3,0.0,0.0,96.0,150.0,53.0,18.0,0.0,53.0,20.0,0.0,5.0,5.0,5.0,7.0,9.0,6.0,8.0,5.0,9.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,40204.0,18937.0,11100.0,24857.0,N,N,high_risk
25000.0,0.2305,968.4,MORTGAGE,112000.0,Verified,n,22.99,0.0,0.0,10.0,1.0,33906.0,16.0,w,0.0,0.0,4340.73,4340.73,488.19,416.18,0.0,3436.36,618.5448,0.0,0.0,1.0,Individual,0.0,0.0,62714.0,0.0,2.0,0.0,1.0,24.0,28808.0,65.0,1.0,3.0,13255.0,65.0,52400.0,1.0,0.0,1.0,4.0,6968.0,9273.0,77.3,0.0,0.0,154.0,198.0,7.0,7.0,0.0,23.0,7.0,0.0,4.0,6.0,6.0,7.0,5.0,8.0,11.0,6.0,10.0,0.0,0.0,0.0,1.0,100.0,40.0,1.0,0.0,96850.0,62714.0,40800.0,44450.0,N,N,high_risk
15000.0,0.2305,581.04,MORTGAGE,52000.0,Not Verified,n,23.45,0.0,1.0,7.0,0.0,11655.0,23.0,f,0.0,0.0,1723.91,1723.91,0.0,1723.91,0.0,0.0,0.0,581.04,0.0,1.0,Individual,0.0,0.0,31412.0,1.0,1.0,1.0,2.0,5.0,19757.0,93.0,0.0,1.0,6684.0,67.0,25300.0,2.0,0.0,1.0,3.0,5235.0,13645.0,46.1,0.0,0.0,70.0,101.0,23.0,5.0,0.0,23.0,4.0,0.0,4.0,4.0,5.0,10.0,10.0,6.0,13.0,4.0,7.0,0.0,0.0,0.0,1.0,95.7,40.0,0.0,0.0,46575.0,31412.0,25300.0,21275.0,N,N,high_risk
19000.0,0.28800000000000003,600.79,OWN,45000.0,Not Verified,n,27.71,0.0,0.0,21.0,0.0,11909.0,22.0,w,0.0,0.0,2873.99,2873.99,144.79,395.2,0.0,2334.0,420.12,0.0,0.0,1.0,Individual,0.0,76.0,41615.0,1.0,8.0,1.0,1.0,6.0,29706.0,86.0,0.0,1.0,4984.0,57.0,39100.0,0.0,0.0,1.0,2.0,1982.0,23043.0,33.2,0.0,0.0,91.0,94.0,20.0,6.0,0.0,20.0,6.0,0.0,5.0,6.0,8.0,8.0,9.0,13.0,13.0,6.0,21.0,0.0,0.0,0.0,1.0,95.5,25.0,0.0,0.0,73525.0,41615.0,34500.0,34425.0,N,N,high_risk
18000.0,0.17739999999999997,454.54,MORTGAGE,75000.0,Source Verified,n,30.56,0.0,0.0,18.0,0.0,11069.0,52.0,w,15682.21,15682.21,6782.62,6782.62,2317.79,4464.83,0.0,0.0,0.0,454.54,0.0,1.0,Individual,0.0,0.0,214365.0,1.0,5.0,2.0,2.0,7.0,28533.0,46.0,1.0,7.0,6731.0,42.0,32700.0,0.0,12.0,1.0,12.0,11909.0,15973.0,37.1,0.0,0.0,150.0,161.0,9.0,6.0,6.0,18.0,9.0,2.0,5.0,8.0,7.0,13.0,23.0,12.0,23.0,8.0,18.0,0.0,0.0,0.0,4.0,92.3,28.6,0.0,0.0,270178.0,39602.0,25400.0,61603.0,N,N,high_risk
3600.0,0.1308,121.44,MORTGAGE,70000.0,Not Verified,n,21.6,0.0,0.0,9.0,0.0,12846.0,22.0,w,2359.67,2359.67,1816.37,1816.37,1240.33,576.04,0.0,0.0,0.0,121.44,0.0,1.0,Individual,0.0,0.0,358739.0,0.0,2.0,0.0,1.0,20.0,26616.0,63.0,0.0,1.0,6090.0,67.0,16800.0,1.0,1.0,0.0,2.0,39860.0,1107.0,92.0,0.0,0.0,137.0,170.0,20.0,20.0,1.0,20.0,20.0,1.0,5.0,6.0,5.0,7.0,9.0,6.0,12.0,6.0,9.0,0.0,0.0,0.0,0.0,80.0,100.0,0.0,0.0,393028.0,39462.0,13800.0,42422.0,N,N,high_risk
12000.0,0.17739999999999997,432.27,RENT,68000.0,Source Verified,n,32.28,0.0,0.0,15.0,0.0,29969.0,16.0,w,0.0,0.0,2378.82,2378.82,469.92,1708.9,0.0,200.0,36.0,216.14,0.0,1.0,Individual,0.0,0.0,51865.0,1.0,2.0,1.0,2.0,11.0,21896.0,71.0,1.0,4.0,7925.0,38.0,104800.0,1.0,2.0,0.0,6.0,3458.0,71418.0,27.0,0.0,0.0,41.0,66.0,6.0,6.0,0.0,6.0,13.0,0.0,11.0,12.0,12.0,12.0,3.0,13.0,13.0,12.0,15.0,0.0,0.0,0.0,2.0,100.0,16.7,0.0,0.0,135799.0,51865.0,97800.0,30999.0,N,N,high_risk
5225.0,0.0646,160.05,MORTGAGE,170000.0,Not Verified,n,17.54,0.0,0.0,25.0,0.0,23701.0,36.0,w,3321.35,3321.35,2236.95,2236.95,1903.65,333.3,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,52968.0,0.0,2.0,0.0,0.0,44.0,29267.0,42.0,0.0,2.0,9091.0,32.0,97100.0,0.0,0.0,0.0,2.0,2408.0,48143.0,32.4,0.0,0.0,222.0,237.0,13.0,13.0,0.0,13.0,24.0,0.0,10.0,11.0,14.0,17.0,9.0,23.0,27.0,11.0,25.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,167100.0,52968.0,71200.0,70000.0,N,N,high_risk
20000.0,0.20550000000000002,536.02,MORTGAGE,165000.0,Source Verified,n,9.27,0.0,1.0,10.0,1.0,49752.0,18.0,w,0.0,0.0,7069.04,7069.04,1211.98,2494.49,0.0,3362.57,605.2626,0.0,0.0,1.0,Individual,0.0,0.0,364112.0,0.0,1.0,0.0,3.0,15.0,24250.0,76.0,0.0,3.0,6749.0,67.0,132700.0,0.0,6.0,2.0,6.0,40457.0,9424.0,54.5,0.0,0.0,68.0,174.0,14.0,14.0,4.0,24.0,0.0,0.0,3.0,5.0,4.0,5.0,5.0,8.0,9.0,5.0,10.0,0.0,0.0,0.0,0.0,100.0,25.0,1.0,0.0,464646.0,74002.0,20700.0,31946.0,N,N,high_risk
31000.0,0.1524,741.4,RENT,72800.0,Source Verified,n,32.35,0.0,0.0,22.0,0.0,31264.0,41.0,w,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,76582.0,0.0,12.0,1.0,6.0,7.0,45318.0,62.0,0.0,0.0,7909.0,67.0,40800.0,0.0,13.0,1.0,6.0,3647.0,5920.0,78.2,0.0,0.0,164.0,150.0,40.0,7.0,0.0,40.0,7.0,0.0,4.0,8.0,5.0,6.0,28.0,10.0,13.0,8.0,22.0,0.0,0.0,0.0,1.0,100.0,40.0,0.0,0.0,113974.0,76582.0,27200.0,73174.0,N,N,high_risk
35000.0,0.16949999999999998,868.9,MORTGAGE,91100.0,Source Verified,n,16.16,0.0,1.0,28.0,0.0,30411.0,75.0,w,28588.48,28588.48,14705.38,14705.38,6411.52,8293.86,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,560008.0,2.0,2.0,1.0,2.0,6.0,179732.0,97.0,2.0,10.0,3235.0,47.0,91300.0,6.0,7.0,13.0,14.0,20000.0,33958.0,11.8,0.0,0.0,185.0,147.0,6.0,6.0,5.0,6.0,1.0,2.0,3.0,8.0,15.0,15.0,33.0,24.0,37.0,8.0,28.0,0.0,0.0,0.0,4.0,94.4,0.0,0.0,0.0,581863.0,210143.0,38500.0,135753.0,N,N,high_risk
11000.0,0.2565,441.15,OWN,180000.0,Not Verified,n,5.72,1.0,1.0,8.0,0.0,9770.0,17.0,w,0.0,0.0,4846.54,4846.54,2206.06,2640.48,0.0,0.0,0.0,50.0,0.0,1.0,Individual,0.0,0.0,23732.0,1.0,1.0,1.0,1.0,5.0,13962.0,93.0,0.0,0.0,3693.0,75.0,16500.0,1.0,0.0,1.0,1.0,3390.0,2230.0,81.4,0.0,0.0,241.0,222.0,46.0,5.0,0.0,53.0,5.0,0.0,3.0,3.0,3.0,4.0,8.0,7.0,9.0,3.0,8.0,0.0,0.0,0.0,1.0,94.1,66.7,0.0,0.0,31500.0,23732.0,12000.0,15000.0,N,N,high_risk
10000.0,0.2305,387.36,MORTGAGE,25500.0,Verified,n,39.01,0.0,0.0,12.0,0.0,11435.0,15.0,w,7387.55,7387.55,5397.43,5397.43,2612.45,2784.98,0.0,0.0,0.0,0.0,0.0,1.0,Joint App,0.0,0.0,39021.0,3.0,2.0,2.0,3.0,3.0,27586.0,95.0,2.0,4.0,4399.0,63.0,33500.0,3.0,1.0,0.0,7.0,3252.0,17391.0,37.0,0.0,0.0,23.0,44.0,2.0,2.0,0.0,2.0,20.0,0.0,4.0,6.0,6.0,7.0,3.0,10.0,12.0,6.0,12.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,62480.0,39021.0,27600.0,28980.0,N,N,high_risk
28150.0,0.1612,686.35,OWN,120000.0,Verified,n,11.88,0.0,1.0,4.0,0.0,2430.0,8.0,w,22548.91,22548.91,11960.71,11960.71,5601.09,6359.62,0.0,0.0,0.0,343.18,0.0,1.0,Individual,0.0,0.0,158619.0,1.0,2.0,1.0,1.0,12.0,30580.0,69.0,1.0,1.0,2430.0,61.0,9500.0,4.0,0.0,8.0,2.0,39655.0,7070.0,25.6,0.0,0.0,53.0,77.0,4.0,4.0,2.0,4.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,218312.0,33010.0,9500.0,44585.0,N,N,high_risk
6000.0,0.2305,232.42,RENT,96000.0,Not Verified,n,11.09,0.0,5.0,10.0,0.0,5597.0,15.0,w,3869.92,3869.92,3703.35,3703.35,2130.08,1573.27,0.0,0.0,0.0,232.42,0.0,1.0,Individual,0.0,4175.0,130897.0,6.0,2.0,1.0,1.0,10.0,125300.0,91.0,8.0,8.0,4012.0,77.0,10300.0,1.0,0.0,6.0,9.0,13090.0,3741.0,56.5,0.0,0.0,279.0,9.0,1.0,1.0,1.0,3.0,1.0,0.0,4.0,7.0,4.0,4.0,6.0,8.0,8.0,7.0,10.0,0.0,0.0,0.0,9.0,100.0,0.0,0.0,0.0,115329.0,130897.0,8600.0,105029.0,N,N,high_risk
20000.0,0.2565,594.68,MORTGAGE,60000.0,Verified,n,39.5,0.0,0.0,13.0,0.0,12828.0,21.0,w,0.0,0.0,3511.08,3511.08,1264.15,2246.93,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,64120.0,0.0,3.0,1.0,2.0,8.0,51292.0,84.0,1.0,2.0,2965.0,68.0,23700.0,2.0,0.0,2.0,4.0,4932.0,8031.0,55.9,0.0,0.0,78.0,69.0,8.0,8.0,1.0,8.0,5.0,0.0,6.0,8.0,8.0,8.0,9.0,10.0,11.0,8.0,13.0,0.0,0.0,0.0,2.0,100.0,75.0,0.0,0.0,91822.0,64120.0,18200.0,68122.0,N,N,high_risk
15000.0,0.1308,341.92,RENT,60000.0,Source Verified,n,21.7,0.0,0.0,6.0,1.0,687.0,19.0,w,12739.21,12739.21,4765.08,4765.08,2260.79,2504.29,0.0,0.0,0.0,341.92,0.0,1.0,Individual,0.0,0.0,81952.0,1.0,3.0,3.0,4.0,4.0,81265.0,93.0,0.0,1.0,653.0,82.0,6100.0,1.0,0.0,1.0,5.0,13659.0,5413.0,11.3,0.0,0.0,125.0,165.0,15.0,4.0,0.0,15.0,4.0,0.0,2.0,2.0,3.0,5.0,13.0,3.0,6.0,2.0,6.0,0.0,0.0,0.0,3.0,100.0,0.0,1.0,0.0,88982.0,81952.0,6100.0,82882.0,N,N,high_risk
23500.0,0.124,785.04,RENT,125000.0,Source Verified,n,25.84,0.0,2.0,23.0,0.0,26020.0,34.0,w,0.0,0.0,7818.02,7818.02,5292.99,2525.03,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,78085.0,3.0,7.0,1.0,1.0,3.0,52065.0,59.0,4.0,5.0,5442.0,60.0,42000.0,1.0,1.0,9.0,6.0,3395.0,10352.0,64.7,0.0,0.0,160.0,148.0,2.0,2.0,1.0,2.0,2.0,1.0,10.0,13.0,11.0,13.0,14.0,16.0,19.0,13.0,23.0,0.0,0.0,0.0,5.0,94.1,72.7,0.0,0.0,130429.0,78085.0,29300.0,88429.0,N,N,high_risk
16900.0,0.2565,677.77,OWN,60000.0,Not Verified,n,18.14,0.0,2.0,9.0,0.0,7660.0,12.0,w,10827.06,10827.06,11473.93,11473.93,6072.94,5400.99,0.0,0.0,0.0,677.77,0.0,1.0,Joint App,0.0,0.0,35839.0,1.0,1.0,1.0,1.0,11.0,28179.0,91.0,3.0,9.0,1207.0,80.0,14000.0,1.0,0.0,5.0,10.0,3982.0,1618.0,60.5,0.0,0.0,135.0,24.0,3.0,3.0,0.0,12.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,8.0,9.0,7.0,9.0,0.0,0.0,0.0,4.0,91.7,33.3,0.0,0.0,45046.0,35839.0,4100.0,31046.0,N,N,high_risk
30000.0,0.16949999999999998,744.78,OWN,100000.0,Not Verified,n,20.58,0.0,0.0,19.0,0.0,30500.0,33.0,w,26592.45,26592.45,10468.08,10468.08,3407.55,7060.53,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,56840.0,0.0,3.0,1.0,2.0,8.0,26340.0,71.0,1.0,4.0,11156.0,48.0,80100.0,4.0,0.0,2.0,6.0,2992.0,30876.0,44.9,0.0,0.0,137.0,105.0,10.0,8.0,0.0,10.0,8.0,0.0,6.0,11.0,8.0,10.0,7.0,16.0,26.0,11.0,19.0,0.0,0.0,0.0,2.0,100.0,12.5,0.0,0.0,117372.0,56840.0,56000.0,37272.0,N,N,high_risk
8000.0,0.1612,281.74,RENT,65000.0,Not Verified,n,9.23,0.0,1.0,6.0,0.0,6400.0,11.0,w,0.0,0.0,2426.96,2426.96,895.09,499.28,0.0,1032.59,185.8662,0.0,0.0,1.0,Individual,0.0,0.0,14740.0,0.0,1.0,0.0,1.0,18.0,8340.0,83.0,1.0,3.0,2794.0,86.0,7100.0,2.0,0.0,2.0,4.0,2457.0,600.0,90.9,0.0,0.0,18.0,162.0,8.0,8.0,0.0,16.0,4.0,0.0,3.0,4.0,4.0,8.0,1.0,5.0,9.0,4.0,6.0,0.0,0.0,0.0,1.0,100.0,75.0,0.0,0.0,17100.0,14740.0,6600.0,10000.0,N,N,high_risk
15950.0,0.28800000000000003,666.67,OWN,87000.0,Verified,n,18.66,0.0,0.0,12.0,0.0,14326.0,30.0,f,0.0,0.0,7643.88,7643.88,1177.02,1464.14,0.0,5002.72,900.4895999889,0.0,0.0,1.0,Individual,0.0,191.0,71220.0,1.0,7.0,2.0,2.0,4.0,56894.0,97.0,2.0,4.0,9353.0,85.0,24700.0,2.0,1.0,6.0,6.0,5935.0,174.0,98.8,0.0,0.0,112.0,276.0,8.0,4.0,0.0,8.0,2.0,0.0,3.0,3.0,3.0,12.0,15.0,5.0,15.0,3.0,12.0,0.0,0.0,0.0,4.0,100.0,100.0,0.0,0.0,83394.0,71220.0,14500.0,58694.0,N,N,high_risk
12750.0,0.1308,430.09,MORTGAGE,83500.0,Not Verified,n,28.0,1.0,0.0,12.0,1.0,12430.0,38.0,w,0.0,0.0,3336.61,3336.61,1183.64,518.19,0.0,1634.78,294.2604,0.0,0.0,1.0,Individual,0.0,0.0,162795.0,3.0,3.0,2.0,4.0,5.0,45791.0,90.0,2.0,2.0,3854.0,67.0,36000.0,3.0,1.0,4.0,7.0,13566.0,17049.0,41.4,0.0,0.0,141.0,222.0,2.0,2.0,4.0,9.0,5.0,0.0,4.0,5.0,4.0,10.0,13.0,8.0,21.0,5.0,12.0,0.0,0.0,0.0,5.0,90.3,0.0,1.0,0.0,191843.0,58221.0,29100.0,50843.0,N,N,high_risk
6300.0,0.0702,194.59,RENT,238000.0,Verified,n,24.71,0.0,2.0,30.0,0.0,23108.0,71.0,w,0.0,0.0,2709.74,2709.74,1909.83,189.31,0.0,610.6,109.908,25.69,0.0,1.0,Individual,0.0,0.0,148285.0,4.0,4.0,4.0,8.0,2.0,125177.0,87.0,3.0,4.0,23000.0,14.0,218500.0,1.0,6.0,2.0,12.0,4943.0,149492.0,13.3,0.0,0.0,125.0,124.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,20.0,27.0,28.0,26.0,42.0,3.0,30.0,0.0,0.0,0.0,7.0,100.0,5.0,0.0,0.0,382669.0,148285.0,172500.0,164169.0,N,N,high_risk
29300.0,0.0646,897.49,RENT,69000.0,Source Verified,n,21.11,0.0,0.0,25.0,1.0,4355.0,33.0,w,17252.28,17252.28,13854.34,13854.34,12047.72,1806.62,0.0,0.0,0.0,897.49,0.0,1.0,Individual,0.0,0.0,83361.0,0.0,15.0,0.0,2.0,13.0,79006.0,94.0,0.0,0.0,2606.0,66.0,42700.0,1.0,1.0,0.0,2.0,3624.0,27845.0,13.5,0.0,0.0,111.0,188.0,41.0,13.0,1.0,46.0,13.0,0.0,2.0,2.0,5.0,7.0,18.0,9.0,13.0,2.0,25.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,127100.0,83361.0,32200.0,84400.0,N,N,high_risk
35000.0,0.14300000000000002,1201.33,RENT,60000.0,Not Verified,n,27.62,0.0,0.0,13.0,0.0,34211.0,14.0,w,0.0,0.0,5185.78,5185.78,0.0,0.0,0.0,5185.78,933.4404,0.0,0.0,1.0,Joint App,0.0,0.0,48655.0,1.0,1.0,0.0,0.0,35.0,14444.0,57.0,1.0,1.0,10407.0,60.0,56200.0,0.0,1.0,1.0,1.0,3743.0,12655.0,72.1,0.0,0.0,35.0,156.0,3.0,3.0,0.0,36.0,12.0,0.0,8.0,10.0,9.0,9.0,1.0,12.0,13.0,10.0,13.0,0.0,0.0,0.0,1.0,100.0,44.4,0.0,0.0,81551.0,48655.0,45400.0,25351.0,N,N,high_risk
